Monday	ორშაბათი
solitaire	სოლიტერი
sombrero	სომბრერო
sonata	სონატა
sonnet	სონეტი
Sonia	სონია
soprano	სოპრანო
sorghum	სორგო
sauce	სოუსი
sophism	სოფიზმი
sophist	სოფისტი
sophistication	სოფისტიკა
socialization	სოციალიზაცია
socialism	სოციალიზმი
socialist	სოციალისტი
sociologist	სოციოლოგი
sociology	სოციოლოგია
fir	სოჭი
spaghetti	სპაგეტი
Persia	სპარსეთი
spec	სპეკულაცია
semen	სპერმა
spectra	სპექტრი
expert	სპეციალისტი
speciality	სპეციალობა
specification	სპეციფიკაცია
speedometer	სპიდომეტრი
speaker	სპიკერი
spiral	სპირალი
spirit-rapper	სპირიტისტი
alcohol	სპირტი
spirit lamp	სპირტქურა
sponsor	სპონსორი
sponsorship	სპონსორობა
spontaneity	სპონტანურობა
spore	სპორა
sport	სპორტი
sportsman	სპორტსმენი
sprinter	სპრინტერი
excellence	სრულყოფილება
strait	სრუტე
stabilization	სტაბილიზაცია
stability	სტაბილურობა
stadium	სტადიონი
stalagmite	სტალაგმიტი
stalactite	სტალაქტიტი
standard	სტანდარტი
trainee	სტაჟიორი
self-starter	სტარტერი
start	სტარტი
statics	სტატიკა
showgirl	სტატისტი
statistician	სტატისტიკოსი
statuette	სტატუეტი
status	სტატუსი
statute	სტატუტი
stelae	სტელა
Stanley	სტენლი
shorthand	სტენოგრაფია
clog-dance	სტეპი
stereoscope	სტერეოსკოპი
stereotype	სტერეოტიპი
sterilization	სტერილიზაცია
sterling	სტერლინგი
Stephen	სტეფანე
Stephanie	სტეფანი
pipe	სტვირი
Stephen	სტივენი
stiletto	სტილეტი
stylization	სტილიზაცია
hairstylist	სტილისტი
stimulus	სტიმული
bursary	სტიპენდია
alb	სტიქარი
Styx	სტიქსი
stoic	სტოიკოსი
stoicism	სტოიციზმი
maw	სტომაქი
strategist	სტრატეგი
stratosphere	სტრატოსფერო
streptomycin	სტრეპტოკოკი
striptease	სტრიპტიზი
stanza	სტროფი
set-up	სტრუქტურა
atelier	სტუდია
visiting	სტუმრობა
subjectivity	სუბიექტურობა
subordination	სუბორდინაცია
subsidy	სუბსიდია
substance	სუბსტანცია
substratum	სუბსტრატი
shroud	სუდარა
souvenir	სუვენირი
Susan	სუზანი
magnanimity	სულგრძელობა
foolery	სულელობა
sultan	სულთანი
pusillanimity	სულმოკლეობა
sulphate	სულფატი
sulphide	სულფიდი
perfume	სუნამო
scent	სუნი
dogtrot	სუნსული
supermarket	სუპერმარკეტი
superman	სუპერმენი
scurvy	სურავანდი
desire	სურვილი
odours	სურნელები
odour	სურნელი
ivy	სურო
ponce	სუტენიორი
soufflé	სუფლე
ball	სფერო
spheroid	სფეროიდი
sphinx	სფინქსი
device	სქემა
scholasticism	სქოლასტიკა
schoolman	სქოლასტიკოსი
scene	სცენა
scenario	სცენარი
scenarist	სცენარისტი
séance	სხდომა
body	სხეული
attic	სხვენი
beam	სხივი
pill	ტაბლეტი
scoreboard	ტაბლო
taboo	ტაბუ
tabulator	ტაბულატორი
stool	ტაბურეტი
tavern	ტავერნა
tautology	ტავტოლოგია
Taiwan	ტაივანი
French Polynesia	ტაიტი
typhoon	ტაიფუნი
cordage	ტაკელაჟი
pergola	ტალავერი
talent	ტალანტი
talc	ტალკი
wave	ტალღა
tambour	ტამბური
tambourine	ტამბურინი
swab	ტამპონი
setup	ტანადობა
gymnastics	ტანვარჯიში
body	ტანი
tannin	ტანინი
tanker	ტანკერი
gymnast	ტანმოვარჯიშე
clothes	ტანსაცმელი
boxing	ტარა
tarantula	ტარანტული
helve	ტარი
tariff	ტარიფი
taro	ტარო
morocco	ტარსიკონი
frying pan	ტაფა
taffeta	ტაფტა
taximeter	ტაქსომეტრი
